year,rank,mojo_title,title_norm,domestic,imdb_id,source_row
1985,1,Out of Africa,out_of_africa,225526205.0,,165
1985,2,Back to the Future,back_to_the_future,223334965.0,,166
1985,3,Rambo: First Blood Part II,rambo_first_blood_part_ii,150415432.0,,167
1985,4,Rocky IV,rocky_iv,127891353.0,,168
1985,5,The Color Purple,the_color_purple,94175854.0,,169
1985,6,Cocoon,cocoon,76113124.0,,170
1985,7,The Jewel of the Nile,the_jewel_of_the_nile,75973200.0,,171
1985,8,Witness,witness,68706993.0,,172
1985,9,The Goonies,the_goonies,61410901.0,,173
1985,10,Spies Like Us,spies_like_us,60088980.0,,174
1985,11,Police Academy 2: Their First Assignment,police_academy_2_their_first_assignment,55600000.0,,175
1985,12,Fletch,fletch,50612888.0,,176
1985,13,A View to a Kill,a_view_to_a_kill,50328158.0,,177
1985,14,National Lampoon's European Vacation,national_lampoons_european_vacation,49364621.0,,178
1985,15,Mask,mask,48230162.0,,179
1985,16,The Breakfast Club,the_breakfast_club,45876558.0,,180
1985,17,White Nights,white_nights,42160849.0,,181
1985,18,Pale Rider,pale_rider,41410568.0,,182
1985,19,Pee-wee's Big Adventure,peewees_big_adventure,40940662.0,,183
1985,20,Brewster's Millions,brewsters_millions,40833132.0,,184
1985,21,E.T. the Extra-Terrestrial 1985 Re-release,et_the_extraterrestrial_1985_rerelease,40607502.0,,185
1985,22,Jagged Edge,jagged_edge,40491165.0,,186
1985,23,St. Elmo's Fire,st_elmos_fire,37803872.0,,187
1985,24,Mad Max Beyond Thunderdome,mad_max_beyond_thunderdome,36230925.0,,188
1985,25,Commando,commando,35100000.0,,189
1985,26,Teen Wolf,teen_wolf,33087306.0,,190
1985,27,One Hundred and One Dalmatians 1985 Re-release,one_hundred_and_one_dalmatians_1985_rerelease,33049729.0,,191
1985,28,Silverado,silverado,32192570.0,,192
1985,29,Murphy's Romance,murphys_romance,30867525.0,,193
1985,30,A Nightmare on Elm Street 2: Freddy's Revenge,a_nightmare_on_elm_street_2_freddys_revenge,29999213.0,,194
1985,31,Desperately Seeking Susan,desperately_seeking_susan,27398584.0,,195
1985,32,Prizzi's Honor,prizzis_honor,26657534.0,,196
1985,33,The Last Dragon,the_last_dragon,25755277.0,,197
1985,34,Agnes of God,agnes_of_god,25627836.0,,198
1985,35,Fright Night,fright_night,24923585.0,,199
1985,36,Summer Rental,summer_rental,24689703.0,,200
1985,37,The Emerald Forest,the_emerald_forest,24468550.0,,201
1985,38,Weird Science,weird_science,23834048.0,,202
1985,39,Santa Claus: The Movie,santa_claus_the_movie,23717291.0,,203
1985,40,The Care Bears Movie,the_care_bears_movie,22934622.0,,204
1985,41,Friday the 13th: A New Beginning,friday_the_13th_a_new_beginning,21930418.0,,205
1985,42,The Black Cauldron,the_black_cauldron,21288692.0,,206
1985,43,Porky's Revenge,porkys_revenge,20518905.0,,207
1985,44,Code of Silence,code_of_silence,20345361.0,,208
1985,45,Volunteers,volunteers,19875740.0,,209
1985,46,Young Sherlock Holmes,young_sherlock_holmes,19739575.0,,210
1985,47,Year of the Dragon,year_of_the_dragon,18707466.0,,211
1985,48,Ladyhawke,ladyhawke,18432000.0,,212
1985,49,The Sure Thing,the_sure_thing,18135531.0,,213
1985,50,Invasion U.S.A.,invasion_usa,17536256.0,,214
1985,51,To Live and Die in L.A.,to_live_and_die_in_la,17307108.0,,215
1985,52,The Falcon and the Snowman,the_falcon_and_the_snowman,17130087.0,,216
1985,53,Kiss of the Spider Woman,kiss_of_the_spider_woman,17005229.0,,217
1985,54,Death Wish 3,death_wish_3,16116878.0,,218
1985,55,King Solomon's Mines,king_solomons_mines,15057465.0,,219
1985,56,Baby: Secret of the Lost Legend,baby_secret_of_the_lost_legend,14972297.0,,220
1985,57,Clue,clue,14643997.0,,221
1985,58,Remo Williams: The Adventure Begins,remo_williams_the_adventure_begins,14393902.0,,222
1985,59,The Return of the Living Dead,the_return_of_the_living_dead,14240081.0,,223
1985,60,A Chorus Line,a_chorus_line,14202899.0,,224
1985,61,Tomboy,tomboy,14100000.0,,225
1985,62,Follow That Bird,follow_that_bird,13961370.0,,226
1985,63,One Magic Christmas,one_magic_christmas,13677222.0,,227
1985,64,Cat's Eye,cats_eye,13086298.0,,228
1985,65,Vision Quest,vision_quest,12993175.0,,229
1985,66,Real Genius,real_genius,12952019.0,,230
1985,67,Perfect,perfect,12918858.0,,231
1985,68,Compromising Positions,compromising_positions,12531831.0,,232
1985,69,Silver Bullet,silver_bullet,12361866.0,,233
1985,70,Enemy Mine,enemy_mine,12303411.0,,234
1985,71,Lifeforce,lifeforce,11603545.0,,235
1985,72,Just One of the Guys,just_one_of_the_guys,11528900.0,,236
1985,73,Star Wars: Episode VI - Return of the Jedi 1985 Re-release,star_wars_episode_vi_return_of_the_jedi_1985_rerelease,11252123.0,,237
1985,74,Return to Oz,return_to_oz,11137801.0,,238
1985,75,Krush Groove,krush_groove,11052713.0,,239
1985,76,Gotcha!,gotcha,10806919.0,,240
1985,77,Missing in Action 2: The Beginning,missing_in_action_2_the_beginning,10755447.0,,241
1985,78,The Purple Rose of Cairo,the_purple_rose_of_cairo,10631333.0,,242
1985,79,Moving Violations,moving_violations,10627754.0,,243
1985,80,After Hours,after_hours,10610050.0,,244
1985,81,American Ninja,american_ninja,10499694.0,,245
1985,82,Better Off Dead,better_off_dead,10297601.0,,246
1985,83,Lost in America,lost_in_america,10179000.0,,247
1985,84,Once Bitten,once_bitten,10000000.0,,248
1985,85,Brazil,brazil,9929135.0,,249
1985,86,Explorers,explorers,9873044.0,,250
1985,87,The Journey of Natty Gann,the_journey_of_natty_gann,9708373.0,,251
1985,88,Ghostbusters 1985 Re-release,ghostbusters_1985_rerelease,9389135.0,,252
1985,89,Tuff Turf,tuff_turf,9369329.0,,253
1985,90,Sweet Dreams,sweet_dreams,9085049.0,,254
1985,91,Target,target,9023199.0,,255
1985,92,Mischief,mischief,8692426.0,,256
1985,93,The Man with One Red Shoe,the_man_with_one_red_shoe,8645411.0,,257
1985,94,That Was Then... This Is Now,that_was_then_this_is_now,8630068.0,,258
1985,95,Secret Admirer,secret_admirer,8622757.0,,259
1985,96,Stick,stick,8489518.0,,260
1985,97,Twice in a Lifetime,twice_in_a_lifetime,8402424.0,,261
1985,98,Fantasia 1985 Re-release,fantasia_1985_rerelease,8194726.0,,262
1985,99,D.A.R.Y.L.,daryl,7840873.0,,263
1985,100,Runaway Train,runaway_train,7683620.0,,264
1986,1,Top Gun,top_gun,176913085.0,,345
1986,2,Crocodile Dundee,crocodile_dundee,174803506.0,,346
1986,3,Platoon,platoon,138545632.0,,347
1986,4,The Karate Kid Part II,the_karate_kid_part_ii,115103979.0,,348
1986,5,Star Trek IV: The Voyage Home,star_trek_iv_the_voyage_home,109713132.0,,349
1986,6,Back to School,back_to_school,91258000.0,,350
1986,7,Aliens,aliens,85175064.0,,351
1986,8,The Golden Child,the_golden_child,79817937.0,,352
1986,9,Ruthless People,ruthless_people,71624879.0,,353
1986,10,Ferris Bueller's Day Off,ferris_buellers_day_off,70719704.0,,354
1986,11,Down and Out in Beverly Hills,down_and_out_in_beverly_hills,62134225.0,,355
1986,12,The Color of Money,the_color_of_money,52293982.0,,356
1986,13,Stand by Me,stand_by_me,52287546.0,,357
1986,14,Legal Eagles,legal_eagles,49851591.0,,358
1986,15,Cobra,cobra,49042224.0,,359
1986,16,An American Tail,an_american_tail,47483002.0,,360
1986,17,Police Academy 3: Back in Training,police_academy_3_back_in_training,43579163.0,,361
1986,18,Heartbreak Ridge,heartbreak_ridge,42724017.0,,362
1986,19,Peggy Sue Got Married,peggy_sue_got_married,41382841.0,,363
1986,20,Poltergeist II: The Other Side,poltergeist_ii_the_other_side,40998097.0,,364
1986,21,Short Circuit,short_circuit,40697761.0,,365
1986,22,Pretty in Pink,pretty_in_pink,40471663.0,,366
1986,23,The Fly,the_fly,40457197.0,,367
1986,24,Three Amigos!,three_amigos,39246734.0,,368
1986,25,Little Shop of Horrors,little_shop_of_horrors,38749633.0,,369
1986,26,About Last Night,about_last_night,38702310.0,,370
1986,27,Running Scared,running_scared,38500726.0,,371
1986,28,The Money Pit,the_money_pit,37499651.0,,372
1986,29,Gung Ho,gung_ho,36611610.0,,373
1986,30,Hannah and Her Sisters,hannah_and_her_sisters,35392203.0,,374
1986,31,Nothing in Common,nothing_in_common,32324557.0,,375
1986,32,Children of a Lesser God,children_of_a_lesser_god,31853080.0,,376
1986,33,Lady and the Tramp 1986 Re-release,lady_and_the_tramp_1986_rerelease,31129082.0,,377
1986,34,Jumpin' Jack Flash,jumpin_jack_flash,29844101.0,,378
1986,35,Hoosiers,hoosiers,28607524.0,,379
1986,36,Soul Man,soul_man,27820000.0,,380
1986,37,Wildcats,wildcats,26285544.0,,381
1986,38,The Great Mouse Detective,the_great_mouse_detective,25336794.0,,382
1986,39,Heartburn,heartburn,25314189.0,,383
1986,40,The Morning After,the_morning_after,25147055.0,,384
1986,41,Iron Eagle,iron_eagle,24159872.0,,385
1986,42,Crimes of the Heart,crimes_of_the_heart,22905522.0,,386
1986,43,Tough Guys,tough_guys,21458229.0,,387
1986,44,A Room with a View,a_room_with_a_view,21040996.0,,388
1986,45,F/X,fx,20603715.0,,389
1986,46,Friday the 13th Part VI: Jason Lives,friday_the_13th_part_vi_jason_lives,19472057.0,,390
1986,47,House,house,19444631.0,,391
1986,48,Flight of the Navigator,flight_of_the_navigator,18564613.0,,392
1986,49,"Jo Jo Dancer, Your Life Is Calling",jo_jo_dancer_your_life_is_calling,18034150.0,,393
1986,50,The Delta Force,the_delta_force,17768900.0,,394
1986,51,Song of the South 1986 Re-release,song_of_the_south_1986_rerelease,17659346.0,,395
1986,52,The Mission,the_mission,17218023.0,,396
1986,53,Legend,legend,16837628.0,,397
1986,54,Howard the Duck,howard_the_duck,16295774.0,,398
1986,55,Raw Deal,raw_deal,16209459.0,,399
1986,56,Armed and Dangerous,armed_and_dangerous,15945534.0,,400
1986,57,Youngblood,youngblood,15448384.0,,401
1986,58,Sleeping Beauty 1986 Re-release,sleeping_beauty_1986_rerelease,15120195.0,,402
1986,59,Psycho III,psycho_iii,14481606.0,,403
1986,60,The Mosquito Coast,the_mosquito_coast,14302779.0,,404
1986,61,Sweet Liberty,sweet_liberty,14205021.0,,405
1986,62,One Crazy Summer,one_crazy_summer,13431806.0,,406
1986,63,Extremities,extremities,13418091.0,,407
1986,64,Critters,critters,13167232.0,,408
1986,65,April Fool's Day,april_fools_day,12947763.0,,409
1986,66,Labyrinth,labyrinth,12910175.0,,410
1986,67,Club Paradise,club_paradise,12308521.0,,411
1986,68,No Mercy,no_mercy,12303904.0,,412
1986,69,Brighton Beach Memoirs,brighton_beach_memoirs,11957943.0,,413
1986,70,Firewalker,firewalker,11949484.0,,414
1986,71,Big Trouble in Little China,big_trouble_in_little_china,11100000.0,,415
1986,72,Under the Cherry Moon,under_the_cherry_moon,10090429.0,,416
1986,73,Murphy's Law,murphys_law,9947631.0,,417
1986,74,SpaceCamp,spacecamp,9697739.0,,418
1986,75,Deadly Friend,deadly_friend,8988731.0,,419
1986,76,Manhunter,manhunter,8620929.0,,420
1986,77,Blue Velvet,blue_velvet,8552275.0,,421
1986,78,Care Bears Movie II: A New Generation,care_bears_movie_ii_a_new_generation,8540346.0,,422
1986,79,Wise Guys,wise_guys,8475466.0,,423
1986,80,Something Wild,something_wild,8362969.0,,424
1986,81,Lucas,lucas,8200000.0,,425
1986,82,Haunted Honeymoon,haunted_honeymoon,8033397.0,,426
1986,83,The Texas Chainsaw Massacre 2,the_texas_chainsaw_massacre_2,8025872.0,,427
1986,84,The Best of Times,the_best_of_times,7790931.0,,428
1986,85,Quicksilver,quicksilver,7634909.0,,429
1986,86,Maximum Overdrive,maximum_overdrive,7433663.0,,430
1986,87,Witchboard,witchboard,7369373.0,,431
1986,88,The Boy Who Could Fly,the_boy_who_could_fly,7177431.0,,432
1986,89,The Name of the Rose,the_name_of_the_rose,7153487.0,,433
1986,90,She's Gotta Have It,shes_gotta_have_it,7137502.0,,434
1986,91,Blue City,blue_city,6947787.0,,435
1986,92,Trick or Treat,trick_or_treat,6797218.0,,436
1986,93,9½ Weeks,9½_weeks,6735922.0,,437
1986,94,Black Moon Rising,black_moon_rising,6637565.0,,438
1986,95,Just Between Friends,just_between_friends,6408791.0,,439
1986,96,A Fine Mess,a_fine_mess,6029824.0,,440
1986,97,My Little Pony: The Movie,my_little_pony_the_movie,5958456.0,,441
1986,98,Highlander,highlander,5900000.0,,442
1986,99,The Transformers: The Movie,the_transformers_the_movie,5849647.0,,443
1986,100,The Hitcher,the_hitcher,5844868.0,,444
1987,1,Three Men and a Baby,three_men_and_a_baby,167780960.0,,545
1987,2,Fatal Attraction,fatal_attraction,156645756.0,,546
1987,3,Beverly Hills Cop II,beverly_hills_cop_ii,153665036.0,,547
1987,4,"Good Morning, Vietnam",good_morning_vietnam,123922578.0,,548
1987,5,Moonstruck,moonstruck,80641316.0,,549
1987,6,The Untouchables,the_untouchables,76270454.0,,550
1987,7,The Secret of My Success,the_secret_of_my_success,66995879.0,,551
1987,8,Stakeout,stakeout,65673233.0,,552
1987,9,Lethal Weapon,lethal_weapon,65207187.0,,553
1987,10,The Witches of Eastwick,the_witches_of_eastwick,63766510.0,,554
1987,11,Dirty Dancing,dirty_dancing,63462345.0,,555
1987,12,Predator,predator,59739418.0,,556
1987,13,Throw Momma from the Train,throw_momma_from_the_train,57915972.0,,557
1987,14,Dragnet,dragnet,57387516.0,,558
1987,15,La Bamba,la_bamba,54215416.0,,559
1987,16,RoboCop,robocop,53424681.0,,560
1987,17,Outrageous Fortune,outrageous_fortune,52864741.0,,561
1987,18,Broadcast News,broadcast_news,51249404.0,,562
1987,19,The Living Daylights,the_living_daylights,51186196.0,,563
1987,20,Eddie Murphy: Raw,eddie_murphy_raw,50504655.0,,564
1987,21,"Planes, Trains & Automobiles",planes_trains_automobiles,49530280.0,,565
1987,22,Snow White and the Seven Dwarfs 1987 Re-release,snow_white_and_the_seven_dwarfs_1987_rerelease,46594212.0,,566
1987,23,Full Metal Jacket,full_metal_jacket,46360743.0,,567
1987,24,A Nightmare on Elm Street 3: Dream Warriors,a_nightmare_on_elm_street_3_dream_warriors,44793222.0,,568
1987,25,The Last Emperor,the_last_emperor,43985340.0,,569
1987,26,Wall Street,wall_street,43848069.0,,570
1987,27,Mannequin,mannequin,42721196.0,,571
1987,28,Roxanne,roxanne,40050884.0,,572
1987,29,Blind Date,blind_date,39321715.0,,573
1987,30,The Running Man,the_running_man,38122105.0,,574
1987,31,Spaceballs,spaceballs,38119483.0,,575
1987,32,Summer School,summer_school,35659098.0,,576
1987,33,No Way Out,no_way_out,35509515.0,,577
1987,34,Like Father Like Son,like_father_like_son,34377585.0,,578
1987,35,Adventures in Babysitting,adventures_in_babysitting,34368475.0,,579
1987,36,Cinderella 1987 Re-release,cinderella_1987_rerelease,34101149.0,,580
1987,37,*batteries not included,batteries_not_included,32945797.0,,581
1987,38,The Lost Boys,the_lost_boys,32222567.0,,582
1987,39,Can't Buy Me Love,cant_buy_me_love,31623833.0,,583
1987,40,Nuts,nuts,30950002.0,,584
1987,41,The Princess Bride,the_princess_bride,30902112.0,,585
1987,42,Superman IV: The Quest for Peace,superman_iv_the_quest_for_peace,30281020.0,,586
1987,43,Revenge of the Nerds II: Nerds in Paradise,revenge_of_the_nerds_ii_nerds_in_paradise,30063289.0,,587
1987,44,Harry and the Hendersons,harry_and_the_hendersons,29760613.0,,588
1987,45,Police Academy 4: Citizens on Patrol,police_academy_4_citizens_on_patrol,28061343.0,,589
1987,46,Overboard,overboard,26713187.0,,590
1987,47,Baby Boom,baby_boom,26712476.0,,591
1987,48,Innerspace,innerspace,25893810.0,,592
1987,49,Tin Men,tin_men,25411386.0,,593
1987,50,Black Widow,black_widow,25205460.0,,594
1987,51,Ernest Goes to Camp,ernest_goes_to_camp,23509382.0,,595
1987,52,Raising Arizona,raising_arizona,22847564.0,,596
1987,53,Benji the Hunted,benji_the_hunted,22257624.0,,597
1987,54,Empire of the Sun,empire_of_the_sun,22238696.0,,598
1987,55,Jaws: The Revenge,jaws_the_revenge,20763013.0,,599
1987,56,Hello Again,hello_again,20419446.0,,600
1987,57,Critical Condition,critical_condition,20240502.0,,601
1987,58,The Principal,the_principal,19734940.0,,602
1987,59,Suspect,suspect,18782400.0,,603
1987,60,The Believers,the_believers,18753438.0,,604
1987,61,Some Kind of Wonderful,some_kind_of_wonderful,18553948.0,,605
1987,62,Project X,project_x,18532286.0,,606
1987,63,The Big Easy,the_big_easy,17685307.0,,607
1987,64,The Aristocats 1987 Re-release,the_aristocats_1987_rerelease,17452658.0,,608
1987,65,Born in East L.A.,born_in_east_la,17355263.0,,609
1987,66,Masters of the Universe,masters_of_the_universe,17336683.0,,610
1987,67,Angel Heart,angel_heart,17185632.0,,611
1987,68,Burglar,burglar,16337355.0,,612
1987,69,Over the Top,over_the_top,16057580.0,,613
1987,70,Flowers in the Attic,flowers_in_the_attic,15151736.0,,614
1987,71,Radio Days,radio_days,14792779.0,,615
1987,72,Hellraiser,hellraiser,14564027.0,,616
1987,73,Ishtar,ishtar,14375181.0,,617
1987,74,Prince of Darkness,prince_of_darkness,14182492.0,,618
1987,75,Creepshow 2,creepshow_2,14000000.0,,619
1987,76,Hamburger Hill,hamburger_hill,13839404.0,,620
1987,77,The Gate,the_gate,13539458.0,,621
1987,78,The Pick-up Artist,the_pickup_artist,13290368.0,,622
1987,79,Back to the Beach,back_to_the_beach,13110903.0,,623
1987,80,The Bedroom Window,the_bedroom_window,12640385.0,,624
1987,81,The Fourth Protocol,the_fourth_protocol,12423831.0,,625
1987,82,Less Than Zero,less_than_zero,12396383.0,,626
1987,83,Fatal Beauty,fatal_beauty,12046526.0,,627
1987,84,Extreme Prejudice,extreme_prejudice,11307844.0,,628
1987,85,Light of Day,light_of_day,10489617.0,,629
1987,86,Disorderlies,disorderlies,10348437.0,,630
1987,87,Someone to Watch Over Me,someone_to_watch_over_me,10278549.0,,631
1987,88,Hope and Glory,hope_and_glory,10021120.0,,632
1987,89,Maid to Order,maid_to_order,9868521.0,,633
1987,90,The Hidden,the_hidden,9747988.0,,634
1987,91,From the Hip,from_the_hip,9518342.0,,635
1987,92,My Life as a Dog,my_life_as_a_dog,8345266.0,,636
1987,93,Teen Wolf Too,teen_wolf_too,7888703.0,,637
1987,94,House II: The Second Story,house_ii_the_second_story,7800000.0,,638
1987,95,Wanted: Dead or Alive,wanted_dead_or_alive,7555000.0,,639
1987,96,Ironweed,ironweed,7393346.0,,640
1987,97,Who's That Girl,whos_that_girl,7305209.0,,641
1987,98,Hiding Out,hiding_out,7019441.0,,642
1987,99,Death Wish 4: The Crackdown,death_wish_4_the_crackdown,6880310.0,,643
1987,100,The Chipmunk Adventure,the_chipmunk_adventure,6804312.0,,644
1988,1,Who Framed Roger Rabbit,who_framed_roger_rabbit,238092487.0,,745
1988,2,Rain Man,rain_man,172835580.0,,746
1988,3,Coming to America,coming_to_america,128152301.0,,747
1988,4,Big,big,114968970.0,,748
1988,5,Twins,twins,111938388.0,,749
1988,6,Crocodile Dundee II,crocodile_dundee_ii,109306210.0,,750
1988,7,Die Hard,die_hard,83052633.0,,751
1988,8,The Naked Gun: From the Files of Police Squad!,the_naked_gun_from_the_files_of_police_squad,78756177.0,,752
1988,9,Cocktail,cocktail,78222753.0,,753
1988,10,Beetlejuice,beetlejuice,73709960.0,,754
1988,11,Working Girl,working_girl,63779477.0,,755
1988,12,A Fish Called Wanda,a_fish_called_wanda,62493712.0,,756
1988,13,Scrooged,scrooged,60328558.0,,757
1988,14,Willow,willow,57269863.0,,758
1988,15,Beaches,beaches,57041866.0,,759
1988,16,Rambo III,rambo_iii,53715611.0,,760
1988,17,Oliver & Company,oliver_company,53279055.0,,761
1988,18,Bull Durham,bull_durham,50888729.0,,762
1988,19,A Nightmare on Elm Street 4: The Dream Master,a_nightmare_on_elm_street_4_the_dream_master,49369899.0,,763
1988,20,The Land Before Time,the_land_before_time,48336291.0,,764
1988,21,Colors,colors,46616067.0,,765
1988,22,Young Guns,young_guns,45661556.0,,766
1988,23,Biloxi Blues,biloxi_blues,43184798.0,,767
1988,24,Dirty Rotten Scoundrels,dirty_rotten_scoundrels,42039085.0,,768
1988,25,The Great Outdoors,the_great_outdoors,41455230.0,,769
1988,26,Tequila Sunrise,tequila_sunrise,41292551.0,,770
1988,27,Big Business,big_business,40150487.0,,771
1988,28,Bambi 1988 Re-release,bambi_1988_rerelease,39047150.0,,772
1988,29,Midnight Run,midnight_run,38413606.0,,773
1988,30,The Dead Pool,the_dead_pool,37903295.0,,774
1988,31,Red Heat,red_heat,34994648.0,,775
1988,32,Dangerous Liaisons,dangerous_liaisons,34670720.0,,776
1988,33,Mississippi Burning,mississippi_burning,34603943.0,,777
1988,34,Child's Play,childs_play,33399041.0,,778
1988,35,The Accidental Tourist,the_accidental_tourist,32632093.0,,779
1988,36,The Accused,the_accused,32078318.0,,780
1988,37,Shoot to Kill,shoot_to_kill,29300090.0,,781
1988,38,Ernest Saves Christmas,ernest_saves_christmas,28202109.0,,782
1988,39,Betrayed,betrayed,25816139.0,,783
1988,40,Funny Farm,funny_farm,25537221.0,,784
1988,41,Alien Nation,alien_nation,25216243.0,,785
1988,42,Gorillas in the Mist,gorillas_in_the_mist,24720479.0,,786
1988,43,The Fox and the Hound 1988 Re-release,the_fox_and_the_hound_1988_rerelease,23556988.0,,787
1988,44,License to Drive,license_to_drive,22433275.0,,788
1988,45,Short Circuit 2,short_circuit_2,21630088.0,,789
1988,46,Married to the Mob,married_to_the_mob,21486757.0,,790
1988,47,Punchline,punchline,21042667.0,,791
1988,48,The Presidio,the_presidio,20324096.0,,792
1988,49,Action Jackson,action_jackson,20256975.0,,793
1988,50,Tucker: The Man and His Dream,tucker_the_man_and_his_dream,19652638.0,,794
1988,51,The Serpent and the Rainbow,the_serpent_and_the_rainbow,19595031.0,,795
1988,52,Police Academy 5: Assignment: Miami Beach,police_academy_5_assignment_miami_beach,19510371.0,,796
1988,53,Friday the 13th: The New Blood,friday_the_13th_the_new_blood,19170001.0,,797
1988,54,Cocoon: The Return,cocoon_the_return,18924919.0,,798
1988,55,The Seventh Sign,the_seventh_sign,18875011.0,,799
1988,56,Above the Law,above_the_law,18869631.0,,800
1988,57,Halloween 4: The Return of Michael Myers,halloween_4_the_return_of_michael_myers,17768757.0,,801
1988,58,Frantic,frantic,17637950.0,,802
1988,59,Johnny Be Good,johnny_be_good,17550399.0,,803
1988,60,For Keeps?,for_keeps,17514553.0,,804
1988,61,Crossing Delancey,crossing_delancey,16262415.0,,805
1988,62,"Bright Lights, Big City",bright_lights_big_city,16118077.0,,806
1988,63,She's Having a Baby,shes_having_a_baby,16031707.0,,807
1988,64,Masquerade,masquerade,15855828.0,,808
1988,65,Big Top Pee-wee,big_top_peewee,15122324.0,,809
1988,66,Arthur 2: On the Rocks,arthur_2_on_the_rocks,14681192.0,,810
1988,67,School Daze,school_daze,14545844.0,,811
1988,68,Poltergeist III,poltergeist_iii,14114488.0,,812
1988,69,Stand and Deliver,stand_and_deliver,13994920.0,,813
1988,70,My Stepmother Is an Alien,my_stepmother_is_an_alien,13854000.0,,814
1988,71,The Milagro Beanfield War,the_milagro_beanfield_war,13825794.0,,815
1988,72,Return to Snowy River,return_to_snowy_river,13687027.0,,816
1988,73,Vice Versa,vice_versa,13664060.0,,817
1988,74,They Live,they_live,13447978.0,,818
1988,75,I'm Gonna Git You Sucka,im_gonna_git_you_sucka,13030057.0,,819
1988,76,Mystic Pizza,mystic_pizza,12793213.0,,820
1988,77,D.O.A.,doa,12706478.0,,821
1988,78,Everybody's All-American,everybodys_allamerican,12638294.0,,822
1988,79,Casual Sex?,casual_sex,12277096.0,,823
1988,80,Hellbound: Hellraiser II,hellbound_hellraiser_ii,12090735.0,,824
1988,81,Bloodsport,bloodsport,11806119.0,,825
1988,82,Caddyshack II,caddyshack_ii,11798302.0,,826
1988,83,Moon Over Parador,moon_over_parador,11444204.0,,827
1988,84,The Couch Trip,the_couch_trip,11005304.0,,828
1988,85,Moving,moving,10815378.0,,829
1988,86,Iron Eagle II,iron_eagle_ii,10497324.0,,830
1988,87,Shakedown,shakedown,10068039.0,,831
1988,88,The Unbearable Lightness of Being,the_unbearable_lightness_of_being,10006806.0,,832
1988,89,Bad Dreams,bad_dreams,9797098.0,,833
1988,90,Return of the Living Dead II,return_of_the_living_dead_ii,9205924.0,,834
1988,91,Switching Channels,switching_channels,9129999.0,,835
1988,92,Salsa,salsa,8892589.0,,836
1988,93,Clean and Sober,clean_and_sober,8674093.0,,837
1988,94,U2: Rattle and Hum,u2_rattle_and_hum,8600823.0,,838
1988,95,High Spirits,high_spirits,8578231.0,,839
1988,96,Without a Clue,without_a_clue,8539181.0,,840
1988,97,The Last Temptation of Christ,the_last_temptation_of_christ,8373585.0,,841
1988,98,Satisfaction,satisfaction,8253123.0,,842
1988,99,The Blob,the_blob,8247943.0,,843
1988,100,Dead Ringers,dead_ringers,8038508.0,,844
1989,1,Batman,batman,401188924.0,,945
1989,2,Indiana Jones and the Last Crusade,indiana_jones_and_the_last_crusade,197171806.0,,946
1989,3,Dead Poets Society,dead_poets_society,174997852.0,,947
1989,4,Lethal Weapon 2,lethal_weapon_2,147253986.0,,948
1989,5,Look Who's Talking,look_whos_talking,140088813.0,,949
1989,6,"Honey, I Shrunk the Kids",honey_i_shrunk_the_kids,130724172.0,,950
1989,7,Back to the Future Part II,back_to_the_future_part_ii,118549526.0,,951
1989,8,Ghostbusters II,ghostbusters_ii,112494738.0,,952
1989,9,Driving Miss Daisy,driving_miss_daisy,106593296.0,,953
1989,10,Parenthood,parenthood,100047830.0,,954
1989,11,When Harry Met Sally...,when_harry_met_sally,92823674.0,,955
1989,12,The War of the Roses,the_war_of_the_roses,86888546.0,,956
1989,13,The Little Mermaid,the_little_mermaid,84355863.0,,957
1989,14,Steel Magnolias,steel_magnolias,83759091.0,,958
1989,15,National Lampoon's Christmas Vacation,national_lampoons_christmas_vacation,71321010.0,,959
1989,16,Turner & Hooch,turner_hooch,71079915.0,,960
1989,17,Born on the Fourth of July,born_on_the_fourth_of_july,70001698.0,,961
1989,18,Uncle Buck,uncle_buck,66758538.0,,962
1989,19,Field of Dreams,field_of_dreams,64431625.0,,963
1989,20,Tango & Cash,tango_cash,63408614.0,,964
1989,21,Harlem Nights,harlem_nights,60864870.0,,965
1989,22,Sea of Love,sea_of_love,58571513.0,,966
1989,23,Pet Sematary,pet_sematary,57469467.0,,967
1989,24,The Abyss,the_abyss,54222310.0,,968
1989,25,Star Trek V: The Final Frontier,star_trek_v_the_final_frontier,52210049.0,,969
1989,26,Major League,major_league,49797148.0,,970
1989,27,"See No Evil, Hear No Evil",see_no_evil_hear_no_evil,46908987.0,,971
1989,28,Black Rain,black_rain,46212140.0,,972
1989,29,Always,always,43858790.0,,973
1989,30,K-9,k9,43247647.0,,974
1989,31,Three Fugitives,three_fugitives,40586886.0,,975
1989,32,Bill & Ted's Excellent Adventure,bill_teds_excellent_adventure,40485039.0,,976
1989,33,The Karate Kid Part III,the_karate_kid_part_iii,38956288.0,,977
1989,34,The 'Burbs,the_burbs,36602268.0,,978
1989,35,Fletch Lives,fletch_lives,35150960.0,,979
1989,36,Licence to Kill,licence_to_kill,34667388.0,,980
1989,37,Lean on Me,lean_on_me,31906454.0,,981
1989,38,The Bear,the_bear,31753898.0,,982
1989,39,Weekend at Bernie's,weekend_at_bernies,30218387.0,,983
1989,40,Road House,road_house,30050265.0,,984
1989,41,Peter Pan 1989 Re-release,peter_pan_1989_rerelease,29445131.0,,985
1989,42,The Dream Team,the_dream_team,28907090.0,,986
